Date,Open,High,Low,Close,Volume
2020-01-02,14.491135623528747,14.58137893676758,14.396142566864615,14.581378936767578,37774500
2020-01-03,14.666873364984996,14.83786052518065,14.462639808654787,14.462639808654785,71595600
2020-01-06,14.453139300983024,14.69537079219693,14.225157040753807,14.633625030517578,81844000
2020-01-07,14.638374493245273,14.666872048746768,14.4721370919648,14.576629638671875,32822000
2020-01-08,14.576630574597745,14.614627619679744,14.362896629810866,14.486387252807617,48215600
2020-01-09,14.472136801884497,14.543382048091624,14.367645163192813,14.438889503479004,36102700
2020-01-10,14.434139924045917,14.45788864169184,14.310649310049962,14.377144813537598,25397500
2020-01-13,14.415144859521167,14.453141909751107,14.34864934217792,14.405645370483398,30676800
2020-01-14,14.358147531843983,14.377146508200168,14.139664739274183,14.248906135559082,39796500
2020-01-15,14.201409885227664,14.2156591177804,14.030423624200205,14.035172462463379,34405700
2020-01-16,14.05892161690082,14.106418154286786,13.930681237735044,14.02092456817627,28997400
2020-01-17,14.115916128037705,14.177661895751953,14.030423451536617,14.177661895751953,34908000
2020-01-20,14.106417436571913,14.29640267052849,14.082668716126683,14.248906135559082,31241400
2020-01-21,14.15391212665002,14.220407633564303,14.035171250064296,14.068419456481934,28577400
2020-01-22,14.120664460345807,14.158661503632054,13.90218168793013,13.911681175231934,32491500
2020-01-23,13.816688049017342,14.134913624762062,13.688447688809552,14.082667350769043,53752100
2020-01-24,14.03992013243638,14.144412677210244,13.840435435774658,13.91642951965332,36898700
2020-01-27,13.598204063719477,13.602953807240443,13.142239556758119,13.313226699829102,66105300
2020-01-28,13.503213356595385,13.840437029395567,13.498463612565955,13.678949356079102,47259100
2020-01-29,13.773942100829787,13.811939146250408,13.617204175229599,13.70269775390625,42297500
2020-01-30,13.431967520262916,13.792939873228727,13.384470991150398,13.745443344116211,44266800
2020-01-31,13.598205151088592,13.69794796116283,13.446216969947864,13.512712478637695,55446700
2020-02-03,13.545959559625373,13.645701462155765,13.374972405663557,13.384471893310547,39452800
2020-02-04,13.607704100157397,13.79294048126999,13.564957312663797,13.598204612731934,57658400
2020-02-05,13.797687723105055,13.878431545040014,13.484211921691895,13.484211921691895,67994500
2020-02-06,13.631451880808731,14.01617203585947,13.355973105871511,13.859434127807617,126114000
2020-02-07,13.773941345700706,13.940178750022667,13.645700984716253,13.740694046020508,54514600
2020-02-10,13.721695549669034,13.835686683654785,13.602954671860417,13.835686683654785,45328100
2020-02-11,13.963926517879795,14.073167903886814,13.897431918731343,14.001923561096191,37518200
2020-02-12,14.077916927120881,14.381894163217622,14.073167183721768,14.310648918151855,64851000
2020-02-13,14.139665928252764,14.348649250217495,14.077920155824128,14.115917205810547,55277100
2020-02-14,14.182410053730328,14.22990567783427,13.935428822337613,13.97342586517334,30399900
2020-02-17,14.073170508663777,14.13966602604073,13.921182307666978,13.944931030273438,38684900
2020-02-18,13.802437214157655,14.139661725227866,13.750191852157009,14.130162239074707,33890900
2020-02-19,14.187159342497194,14.510133743286135,14.134913070552676,14.510133743286133,44181800
2020-02-20,14.628874435175053,14.671621219719471,14.130163156718078,14.210906982421875,73522900
2020-02-21,14.016172873852929,14.096916704399296,13.788190613223527,13.840435981750488,47805100
2020-02-26,12.843013018249446,13.009249512602649,12.363299791593612,12.448792457580566,89207100
2020-02-27,12.21605954380992,12.600780588555557,11.821839918613962,12.01657485961914,100112100
2020-02-28,11.950082286749463,12.14006751668168,11.693602452821228,12.035575866699219,89095300
2020-03-02,12.11156873058367,12.705273080122085,12.102069243570028,12.600781440734863,71596400
2020-03-03,12.619780159235585,13.05199687550133,12.235059974564965,12.372798919677734,86855700
2020-03-04,12.781267103240166,12.795516333692456,12.463041537173218,12.771767616271973,42320500
